#################################################################################################################################
# Volcano-tectonic architecture of Bioko Island (Equatorial Guinea) derived from TanDEM-X synthetic aperture radar data
# Supplementary Material – Bulletin of Volcanology
#
# Jacob Brauner (1), Thomas R. Walter (2), Oscar A.N. Ela (3), Loÿc Vanderkluysen (1)
# 
# (1) Drexel University, Philadelphia, PA, USA
# (2) Deutsches GeoForschungsZentrum GFZ, Potsdam, Germany
# (3) Universidad Nacional de Guinea Ecuatorial, Malabo, Equatorial Guinea
# Corresponding Author: JB, email: jb4356@drexel.edu
#################################################################################################################################

OBJECTID;LAT;LON;Proj_E;Proj_N;ElevMin;ElevMax;AreaBase;WidthBase;AxisBaseMin(s);AxisBaseMax(s);AxisBaseMean(s);AxisBaseMin(bc);AxisBaseMax(bc);AxisBaseMean(bc);AxisBaseMax;ElevLowCurve;ElevLowCurveFraction;AreaLowCurve;WidthLowCurve;AxisLowCurve;ElevSummitReg;ElevSummitRegFraction;AreaSummitReg;WidthSummitReg;AxisSummitRegMax(cont);HeightMax;HeightPoly1;HeightTIN;HeightIDW;VolMax;VolPoly1;VolTIN;VolIDW;EIoutline;IIoutline;EIavg;IIavg;HWratioPOLY1;HWratioTIN;HWratioIDW;WWratio(cont);SlopeMin(tot);SlopeMax(tot);SlopeMean(tot);SlopeMedian(tot);SlopeSD(tot);SlopeMean(flank);SlopeMedian(flank);SlopeSD(flank);SlopeMean(lowflank);SlopeMedian(lowflank);SlopeSD(lowflank);SlopeMean(mainflank);SlopeMedian(mainflank);SlopeSD(mainflank);SlopeMean(summit);SlopeMedian(summit);SlopeSD(summit);ElevSlopeMax;HeightFracSlopeMax;SlopeAvgMax;AzimAxisBaseMax(s);AzimAxisBaseMax(bc);AzimAxisBaseMax;AzimCurvesAvg;PeaksNumTot;PeaksNumFlank;PeaksNumSummit;HolesNumTot;HolesNumFlank;HolesNumSummit;NumMainCurvesFlank;NumMainCurvesSummit;NumSlopeBins
36;3.6625919;8.8644628;484948.69;404833.12;959.187;1058.98;0.139968;422.15256;80.498448;489.65295;296.28383;309.79983;533.16898;427.31746;540;1058;0.990136;0.000144852;13.580561;22.029519;1058;0.990136;0.000144852;13.580561;22.029519;99.7976;33.0715;23.2198;34.5312;0.010413269;0.001411375;0.00081448;0.001751165;1.6362462;1.0890945;2.63133;1.17811;0.078340095;0.055003308;0.08179789;0.032169795;3.4478;28.8599;14.6132;13.9407;6.00094;14.6942;13.9467;5.95478;14.6942;13.9467;5.95478;-1;-1;-1;4.40733;4.40733;0;1058;0.990136;5.31216;72.8973;50.1944;53.1301;109.292;3;3;0;0;0;0;1;0;100
37;3.6642192;8.8570064;484120.69;405013.12;1046.28;1112.77;0.070632;299.88573;221.84201;338.51246;271.41423;268.9969;324;291.90986;339.62331;1104;0.868129;0.019705926;158.39938;181.59777;1107;0.913246;0.011645442;121.76796;166.45195;66.4934;32.9984;32.5248;31.1484;0.003766601;0.00122106;0.001087889;0.001172748;1.2825768;1.0544713;1.59793;1.13465;0.11003662;0.10845724;0.10386769;0.40604787;1.84142;25.8173;14.0245;14.9426;6.37677;15.2424;15.9231;6.09936;15.7967;16.4656;5.82407;9.47759;7.44214;6.54353;7.71372;8.13382;3.44216;1104;0.868129;12.1872;38.6598;53.1301;57.9946;128.435;3;2;1;0;0;0;4;5;67
38;3.6668243;8.8547367;483868.69;405301.12;995.74;1113.98;0.180792;479.78278;219.5647;563.36802;411.3238;347.64677;614.24121;479.2844;619.36743;1099;0.873277;0.028949076;191.98726;303.08938;1110;0.966305;0.003443714;66.216859;108.18566;118.244;49.1261;53.5043;47.9832;0.014476416;0.003296371;0.002958325;0.003684593;1.666508;1.1264324;1.84025;1.17829;0.10239238;0.1115177;0.10001016;0.13801425;0.884945;35.7859;16.1975;16.1713;7.50111;16.406;16.2593;7.43718;17.4041;17.7555;7.11142;9.1041;8.16406;5.54499;7.96274;9.20814;5.68308;1106;0.932476;14.2986;18.435;29.7449;35.5377;65.8582;2;2;0;0;0;0;12;3;119
39;3.6388228;8.9150371;490564.69;402205.12;136.449;253.179;0.154224;443.12988;324;469.99381;402.36177;371.68399;506.55844;446.60251;515.44157;240;0.887101;0.004021329;71.554979;105.8697;253;0.998469;0.000000563;0.84685296;1.314085;116.73;36.3376;41.0396;44.3419;0.011668932;0.001502041;0.001627842;0.001985665;1.352997;1.0637591;2.36169;1.03261;0.082002042;0.092612952;0.10006518;0.001911072;1.90608;31.7634;14.076;13.5622;6.43525;14.1648;13.5622;6.37338;14.2514;13.6934;6.41261;10.2956;9.26851;2.14835;1.90608;1.90608;0;241;0.895667;12.7647;96.3402;81.8699;77.9052;90;2;2;0;0;0;0;14;0;118
40;3.6420789;8.9072567;489700.69;402565.12;210.468;429.607;0.606528;878.78064;589.86591;1087.3297;863.19202;614.24121;1117.1986;915.84208;1130.4229;381;0.77819;0.085797539;330.51599;477.3184;395;0.842076;0.045046896;239.49006;355.14494;219.14;101.979;109.554;105.778;0.073220988;0.018913714;0.021075609;0.019405442;1.6547064;1.0901661;2.12302;1.34995;0.11604617;0.12466559;0.12036901;0.27252541;1.94133;46.1289;20.2368;18.8872;9.37714;20.5723;19.1035;9.46356;20.4974;19.0703;9.41966;21.5622;21.467;10.1261;15.984;15.726;7.01085;393;0.83295;29.5318;82.2348;86.1859;80.8376;38.4321;4;3;1;3;3;0;15;34;220
41;3.6384958;8.9020703;489124.69;402169.12;366.496;450.115;0.201528;506.5505;360;699.62338;527.92709;362.97932;690.49223;528.64978;692.47382;423;0.675736;0.049079766;2.50E+02;421.04234;431;0.771408;0.020221324;1.60E+02;199.93888;83.619;51.2456;33.6841;47.8264;0.009775796;0.002926568;0.001581429;0.002658774;1.8687931;1.1225524;1.74237;1.15847;0.10116584;0.066496987;0.094415829;0.31676494;1.29866;24.5313;12.3618;12.3957;5.58268;12.2081;11.9592;5.66453;12.3466;12.3744;5.4572;11.4383;11.087;6.77896;14.0419;13.5514;4.40151;431;0.771408;17.6046;57.9946;63.4349;62.1027;41.06;3;3;0;0;0;0;9;19;85
42;3.6342615;8.898829;488764.69;401701.12;353.964;428.156;0.134784;414.26117;273.79984;485.52601;398.57533;328.43178;533.16894;423.22127;511.65613;414;0.809194;0.011309729;119.99997;162.72733;428;0.997892;0.000000554;0.83974514;1.3087206;74.1927;31.7621;32.2127;27.1043;0.006293553;0.000907825;0.000925639;0.000612129;1.525485;1.0769262;2.19763;1.04674;0.076671718;0.077759419;0.065428071;0.002027091;1.78035;26.7477;11.7126;10.6316;5.66671;11.758;10.6409;5.66756;11.8031;10.5719;5.77824;11.1925;12.2679;4.24403;6.1721;6.1721;0;415;0.822673;17.2854;71.565;50.1944;50.7106;90;2;2;0;3;3;0;15;0;76
43;3.6339363;8.9040158;489340.69;401665.12;250.165;385.705;0.294192;612.02686;485.52601;704.16788;578.64015;493.49535;721.79551;621.27116;734.25881;365;0.84724;0.066782686;291.59965;360.78799;366;0.854618;0.062978518;283.17263;350.87225;135.54;75.472;64.9394;81.4574;0.027477698;0.008461839;0.006763756;0.011610016;1.43932;1.0663894;1.53307;1.14452;0.12331492;0.10610551;0.13309448;0.46268007;1.01906;39.4805;17.0476;15.8858;9.00115;19.068;19.0172;8.7114;19.0869;19.0172;8.73635;17.8299;16.1437;8.29638;9.42307;8.49022;5.22178;366;0.854618;17.8299;105.945;95.7106;101.31;135.106;4;3;1;2;2;0;2;19;136
44;3.6332829;8.8861865;487360.69;401593.12;577.263;699.83;0.140616;423.12864;324;512.86363;421.73692;340.99688;512.86363;428.96396;524.16791;674;0.78926;0.020928093;163.23748;243.44879;675;0.797418;0.019566109;157.83644;235.68391;122.566;74.5142;79.7027;70.5707;0.010156445;0.003424281;0.003393872;0.003081404;1.5346029;1.0592746;2.22695;1.04358;0.17610285;0.18836517;0.16678318;0.37302236;2.45529;42.1918;21.5566;22.3186;8.46819;22.0506;22.6754;8.69875;22.0393;22.6481;8.73737;23.3031;23.3031;0;17.8676;15.8724;5.37762;675;0.797418;23.3031;75.9638;75.9638;74.0546;54.3899;2;2;0;2;2;0;2;24;123
45;3.6433788;8.8822952;486928.69;402709.12;724.281;877.323;0.264384;580.1932;442.08397;721.79551;599.64333;443.68403;721.79551;611.52491;728.05497;871;0.958682;0.009493873;109.94532;136.94668;877;0.997887;0.0000184;4.8443257;11.18446;153.042;70.0325;71.4515;79.1346;0.029787175;0.006767292;0.006134536;0.008534429;1.5746464;1.0960915;2.50217;1.07358;0.12070554;0.12315118;0.1363935;0.008349504;1.16347;33.1023;17.325;17.3607;8.47244;17.3714;17.3607;8.46168;17.7269;17.9335;8.36186;7.54927;7.11126;4.51228;6.70239;6.70239;0;873;0.97175;12.2351;84.2894;84.2894;81.4692;100.408;2;2;0;0;0;0;7;0;154
46;3.6349035;8.8352917;481708.69;401773.12;1400.38;1570.54;0.37584;691.76176;578.97935;720;657.16754;614.24121;781.36922;691.37979;777.13316;1502;0.59718;0.16528778;458.74931;603.36481;1559;0.932154;0.018767339;154.5811;235.00286;170.162;105.052;110.328;106.421;0.039077827;0.014549677;0.013373758;0.014746541;1.2620536;1.082167;1.47073;1.05573;0.15186153;0.15948773;0.15383986;0.22346003;0.350484;32.3602;19.0613;20.4123;7.60846;19.5614;21.1009;7.34846;18.3483;19.6714;7.29307;21.6013;23.6563;7.01112;9.59017;7.59809;6.26947;1519;0.697085;31.8055;53.1301;70.0169;76.6075;38.5443;4;4;0;0;0;0;58;11;171
47;3.6342536;8.8437202;482644.69;401701.12;1295.23;1423.92;0.203472;508.98781;429.99376;547.12944;472.95995;425.9143;562.16784;509.39566;581.59781;1386;0.70537;0.063276573;283.84192;368.09047;1405;0.853015;0.018267243;152.50762;227.99759;128.687;57.059;54.7057;57.1798;0.017530573;0.004329484;0.00396764;0.003784297;1.3056619;1.0364091;1.99681;1.20259;0.1121028;0.10747937;0.11234023;0.29962923;0.557787;36.7963;16.4772;15.792;7.42842;16.8077;16.5151;7.48678;16.9645;16.5151;7.99525;16.3375;16.3103;5.75683;12.6057;13.8019;5.56712;1400;0.814161;29.8776;11.3099;23.1986;21.8014;19.0523;2;2;0;2;2;0;20;18;129
48;3.6358829;8.8485825;483184.69;401881.12;1266.82;1422.14;0.454896;761.04636;396.00003;1105.1344;697.1012;511.59969;1089.5162;746.65675;1111.9281;1370;0.664303;0.18814684;489.44458;791.77169;1377;0.70937;0.1255853;399.87519;724.47789;155.324;82.7357;80.1655;77.4937;0.042910828;0.016143503;0.015040285;0.015420166;2.1346721;1.102812;2.89947;1.38298;0.10871311;0.10533593;0.10182514;0.52542816;0.425893;38.3042;17.6172;16.659;8.60212;18.6353;17.5708;8.43582;19.397;18.7678;8.38323;13.5301;12.8918;6.95876;14.7443;14.4207;8.45536;1374;0.690055;16.5792;58.2405;58.3925;60.9454;49.4493;2;1;1;2;2;0;8;45;157
49;3.6368629;8.8677084;485308.69;401989.12;1003.34;1068.67;0.102384;361.05312;245.82338;475.59969;352.19308;268.99686;482.51246;360.09335;482.99067;1062;0.897874;0.00320772;63.907717;80.905226;1068;0.989719;0.0000354;6.71E+00;12.849867;65.3275;36.8567;35.9225;34.4536;0.004206831;0.001136587;0.000994666;0.0009512;1.7895149;1.0725758;2.35425;1.05112;0.10208107;0.09949363;0.095425331;0.018586659;0.576256;25.7914;13.3084;13.0978;5.74011;13.376;13.3637;5.73279;13.4263;13.54;5.78269;11.0611;12.1747;1.57484;6.9571;6.9571;0;1062;0.897874;14.0446;56.3099;51.3402;63.4349;46.3946;2;2;0;4;4;0;7;0;66
50;3.6300242;8.8728961;485884.69;401233.12;826.155;891.787;0.058968;274.00801;201.79984;363.56472;287.03943;221.84201;363.56472;301.14078;375.85104;885;0.896585;0.002482272;56.218562;73.837017;891;0.988003;0.000163115;14.411269;39.559313;65.6328;42.6508;40.4882;43.3766;0.002616453;0.000741954;0.000687184;0.000811877;1.8815033;1.0426992;3.06109;1.04014;0.15565537;0.14776291;0.15830431;0.052594335;1.72919;33.085;15.633;14.8234;6.60394;15.7169;15.1546;6.70576;15.7169;15.1546;6.70576;-1;-1;-1;13.2824;14.0707;1.11475;885;0.896585;14.2847;78.6901;78.6901;73.3008;90;2;2;0;0;0;0;7;0;66
51;3.6231826;8.8583096;484264.69;400477.12;984.006;1119.35;0.289008;606.61059;326.97949;758.97949;560.10007;504;761.95885;611.40756;808.99935;1109;0.923536;0.007277098;96.257407;140.54286;1119;0.997422;0.000171857;14.792411;40.565523;135.342;59.2443;67.0208;59.9165;0.024205805;0.00541343;0.005459342;0.004939348;1.7785922;1.0986459;2.75986;1.07032;0.097664406;0.11048398;0.098772598;0.02438535;0.895645;40.4065;19.8694;19.861;8.9486;19.9416;19.9204;8.94322;19.9417;19.9204;8.95882;19.9365;24.2297;9.11069;10.8782;14.1248;4.59136;1118;0.990034;28.2258;99.4623;99.4623;110.854;92.2607;5;5;0;2;2;0;11;0;136
52;3.6248099;8.8515018;483508.69;400657.12;1162.18;1235.57;0.19116;493.34822;245.82338;659.29346;476.29619;337.86598;684;497.08624;679.24663;1197;0.474437;0.10021468;357.20763;554.49928;1221;0.801475;0.014377003;135.29733;244.06083;73.386;52.1039;50.116;50.1407;0.00768182;0.003263474;0.003063839;0.003190188;1.8956051;1.10471;2.8498;1.18757;0.10561279;0.10158335;0.10163358;0.27424308;1.36651;29.193;13.0025;12.4044;7.00431;13.2053;12.9198;7.14886;12.1508;11.7864;7.42036;14.7378;14.5821;6.48952;10.5526;9.66157;4.41715;1208;0.624329;22.005;45;36.8699;32.0054;39.8862;2;2;0;2;2;0;25;14;74
53;3.6143871;8.8469652;483004.69;399505.12;1085.69;1286.57;0.572184;853.53809;609.99383;1156.4826;832.02841;637.49535;1152;835.00722;1179.2405;1240;0.768183;0.14052398;422.99016;541.44625;1241;0.773161;0.1373321;4.18E+02;536.07582;200.883;122.247;110.017;127.904;0.068773303;0.023812684;0.021313105;0.026012699;1.9087933;1.1322153;1.64101;1.04579;0.14322349;0.12889521;0.14985189;0.48991211;0.522593;37.2127;20.468;21.3942;8.49634;21.2238;22.3336;8.50351;21.2839;22.3465;8.50868;15.4229;16.6022;6.30887;17.2642;16.9934;7.7224;1240;0.768183;15.8055;60.2551;61.9275;58.7363;97.6802;3;1;2;3;2;1;2;45;202
54;3.6277359;8.8226505;480304.69;400981.12;1548.75;1700.9;0.295488;613.37346;373.86595;845.74285;596.38918;455.64673;842.46316;614.64915;870.72384;1686;0.902091;0.044726347;238.63644;403.52176;1690;0.928382;0.025954832;181.78756;286.74013;152.143;64.7479;65.9583;71.0599;0.028770598;0.007225205;0.006794523;0.008605729;2.0151664;1.0494026;2.81946;1.16193;0.10556036;0.10753359;0.11585101;0.29637338;0.733997;34.1344;16.8981;17.6214;7.94134;17.9925;19.2022;7.48606;18.3871;19.3253;7.31095;10.1365;6.22461;6.84365;6.83033;6.26368;3.95586;1686;0.902091;12.8608;59.0362;52.125;60.2551;79.9437;5;2;3;0;0;0;5;10;153
55;3.6150323;8.8139006;479332.69;399577.12;1736.21;1835.99;0.121824;393.8415;292.43178;481.86591;395.7343;340.99688;470.97946;397.69292;489.65295;1816;0.799635;0.01943112;157.29103;191.609;1817;0.809657;0.017502478;1.49E+02;171.10178;99.7856;52.6117;48.4376;52.2708;0.007626312;0.002164527;0.001721336;0.00223367;1.5457306;1.0641969;1.39884;1.08355;0.13358596;0.1229876;0.13272027;0.37903851;1.96134;31.2009;16.1268;17.1622;7.32387;16.3155;17.2063;7.50815;16.3187;17.2063;7.57572;16.1662;19.1596;4.23324;14.9191;16.7087;6.09233;1817;0.809657;16.1662;68.1986;80.5377;72.8973;10.8193;2;2;0;0;0;0;2;18;100
56;3.6189403;8.8126031;479188.69;400009.12;1685.43;1837.19;0.44712;754.51365;399.56469;1281.9765;844.04162;359.99997;1303.5374;864.30013;1304.4722;1825;0.91968;0.01086133;117.59709;165.58439;1835;0.985574;0.001297546;40.645869;65.668176;151.757;53.9727;47.1312;61.9451;0.043160202;0.009272623;0.006762691;0.011440334;2.9890657;1.1845868;2.28563;1.12519;0.071533041;0.062465703;0.082099334;0.05387029;0.694459;33.1947;15.4378;14.78;7.36324;15.5042;14.9056;7.35126;15.5765;15.0569;7.37976;10.9693;12.0538;2.87851;6.98323;6.87928;2.61788;1831;0.959216;14.9056;51.6325;51.3402;50.5993;36.4546;8;8;0;4;4;0;11;2;153
57;3.615682;8.8061206;478468.69;399649.12;1883.55;2019.04;0.15876;449.59927;347.64677;533.16898;439.61909;359.99993;533.16904;443.87399;540;2017;0.984976;0.000146874;1.37E+01;19.636911;2019;0.999737;0.000000045;2.39E-01;0.3438549;135.489;58.6097;53.9851;55.9969;0.015712956;0.002605836;0.00186765;0.002783555;1.442568;1.0762029;2.06202;1.08502;0.13035996;0.12007383;0.12454857;0.0005326;1.24946;36.5375;17.6808;18.6376;9.81457;17.7795;18.6376;9.77862;17.7795;18.6376;9.77862;-1;-1;-1;3.7681;3.7681;0;2017;0.984976;5.66578;39.8056;39.8056;53.1301;90;3;3;0;0;0;0;3;0;137
58;3.6221959;8.8064433;478504.69;400369.12;1805.61;1964.11;0.211248;518.6225;323.99997;655.6561;493.03606;337.86598;655.90356;516.15823;669.63874;1943;0.86683;0.011547686;121.2558;191.01872;1951;0.917306;0.005281889;82.00677;143.15024;158.491;67.0101;65.2344;70.3394;0.019524217;0.003581507;0.003572572;0.003842651;1.6671644;1.1061864;2.70196;1.0388;0.12920791;0.12578393;0.13562727;0.1581242;0.809799;35.7063;16.7484;15.7881;8.46457;16.8602;15.7881;8.48697;16.9972;15.9961;8.50929;12.0395;12.2491;6.60075;12.6991;11.8283;7.17006;1950;0.910996;22.0999;39.2894;40.6013;53.7462;65.7656;4;4;0;5;5;0;9;13;160
59;3.618287;8.8035267;478180.69;399937.12;1946.65;2023.21;0.107568;370.08084;209.82337;439.9036;340.27055;268.99686;425.9143;360.78552;461.02495;2010;0.827437;0.019567743;157.84303;242.8842;2020;0.958059;0.004107552;72.318027;128.51347;76.5564;33.626;29.1373;33.8057;0.005373126;0.001413744;0.001110962;0.001412421;1.5518711;1.0828535;2.47315;1.0832;0.090861166;0.078732336;0.091346702;0.19541143;2.8293;28.7452;14.4493;14.5524;5.88655;14.8005;14.7974;5.82735;15.1002;15.2978;5.92869;12.5388;12.8067;4.60568;8.9469;8.27472;3.97869;2012;0.853561;19.3454;49.3987;59.0362;51.3402;82.3046;3;3;0;0;0;0;11;3;78
60;3.6401109;8.816813;479656.69;402349.12;1527.97;1617.11;0.081;321.14234;260.73506;374.51246;316.5682;268.99686;363.56472;325.27723;367.12941;1592;0.7183;0.018525875;153.58345;184.79783;1597;0.774392;0.012103634;124.14034;159.72133;89.1396;41.8242;48.6512;43.6;0.004760699;0.000937176;0.001087321;0.000974164;1.3069026;1.0830106;1.54075;1.11442;0.13023577;0.15149434;0.13576527;0.38655864;0.724837;27.8117;14.5032;14.0519;6.90138;14.425;13.7867;7.1718;14.2196;13.7127;7.27401;17.6594;19.4127;4.81973;15.027;17.0204;4.96613;1596;0.763174;21.3769;51.3402;78.6901;78.6901;90;2;2;0;0;0;0;6;20;91
61;3.6472768;8.8207016;480088.69;403141.12;1350.27;1541.22;0.53136;822.52571;590.51239;1015.3299;771.35511;547.9036;1048.4826;805.56427;1066.1107;1476;0.65844;0.12830076;4.04E+02;460.49462;1529;0.936005;0.00700019;9.44E+01;174.37926;190.946;108.379;103.851;111.419;0.055485734;0.018236235;1.70E-02;1.83E-02;1.68E+00;1.158307;1.66894;1.12725;0.1317637;0.12625861;0.13545938;0.11477849;1.50381;32.8971;17.0955;17.0755;6.83121;17.1956;17.1302;6.77152;16.3211;16.5898;6.5283;20.4867;20.879;6.6906;9.70899;7.78003;7.83686;1490;0.731759;29.4974;7.76518;7.12502;11.6894;67.1373;4;4;0;0;0;0;54;12;192
62;3.6446753;8.8420975;482464.69;402853.12;1335.98;1458.86;0.27864;595.6303;508.43178;641.16898;570.52558;493.49535;699.62338;601.89471;698.99359;1429;0.756985;0.095859565;349.35968;444.37771;1447;0.90346;0.042736018;233.26634;269.95139;122.888;66.4164;66.4357;60.5795;0.023825325;0.00711659;0.006548642;0.006316352;1.3771868;1.0795588;1.52246;1.07441;0.11150605;0.11153843;0.10170649;0.39162941;0.652301;32.3606;15.1736;14.3808;7.7675;16.1774;15.5713;7.55228;16.28;15.9373;7.94077;15.8196;15.0852;6.0647;7.87011;7.48367;4.93739;1440;0.846497;21.7201;50.1944;57.9946;55.4915;41.7288;2;2;0;2;1;1;19;11;124
63;3.6469559;8.8463114;482932.69;403105.12;1304.57;1416.24;0.160704;452.34354;371.68399;525.68368;434.18346;347.64677;547.59969;439.26756;549.51615;1390;0.765047;0.049805266;2.52E+02;286.55803;1412;0.96207;0.002798276;5.97E+01;76.472165;111.662;54.962;51.1167;56.8003;0.011925469;0.003146761;0.002586571;0.003323996;1.4757885;1.0811299;1.36215;1.04072;0.12150507;0.11300415;0.12556893;0.13195684;1.66928;35.2238;16.2335;17.0307;7.6209;16.5136;17.3096;7.53409;16.8917;18.1407;7.98182;15.3794;15.7931;5.95118;6.42928;8.51654;2.56293;1397;0.827736;24.3107;54.4623;33.6901;31.6075;69.9383;2;2;0;0;0;0;23;4;113
64;3.647282;8.8485806;483184.69;403141.12;1268.35;1347.28;0.075168;309.36527;0;402.49223;246.84788;237.79984;389.91426;315.31929;402.49223;1347;0.996477;0.000000798;1.0078491;1.8054209;1347;0.996477;0.000000798;1.01E+00;1.8054209;78.9274;34.5654;31.0062;38.7697;0.00404917;0.000630757;0.000584071;0.001030066;1.6926685;1.0951603;3.20897;1.11538;0.11173016;0.1002253;0.12531999;0.003257796;0.421067;28.0569;13.423;12.4485;6.68088;13.3461;12.2812;6.69627;13.3461;12.2812;6.69627;-1;-1;-1;18.8821;18.8821;0;0;-16.0698;0;63.4349;59.0362;63.4349;140.967;2;2;0;0;0;0;1;0;80
65;3.6531431;8.8411235;482356.69;403789.12;1270.14;1376.6;0.20412;509.79765;412.99688;565.36915;468.57589;461.91423;569.16901;509.88424;569.20997;1320;0.468348;0.10831888;371.37027;411.23385;1367;0.90984;0.004821805;78.353769;123.88114;106.457;76.1083;73.15;74.9761;0.011452367;0.006219235;5.57E-03;5.96E-03;1.2466637;1.0707564;1.5707;1.10018;0.14929115;0.14348835;0.14707026;0.15369582;2.04082;36.3031;18.3116;18.134;7.77428;18.5376;18.2391;7.70599;17.5059;16.4987;7.03602;19.7628;22.0401;8.31181;8.42138;7.378;2.91479;1330;0.562282;32.5655;19.9831;39.8056;34.6952;28.8542;3;2;1;2;2;0;48;9;107
66;3.6515166;8.85247;483616.69;403609.12;1189.51;1278.29;0.136728;417.23793;165.79984;590.44393;354.96737;257.84193;633.68372;442.08905;660.87213;1272;0.929124;0.003279053;64.614393;86.645144;1278;0.996706;0.00000775;3.1410376;4.5273285;88.7817;33.9268;44.7384;39.5505;0.007670372;0.00180903;0.001948293;0.002035707;2.5088073;1.0728852;1.91048;1.0684;0.081312736;0.10722516;0.094791327;0.007528169;0.712377;26.8912;14.9472;14.8401;6.04469;15.062;14.9177;5.93082;15.2131;14.9177;5.88289;8.96843;6.01212;5.44594;0.712377;0.712377;0;1275;0.962915;15.2532;52.4314;54.4623;60.6422;90;2;2;0;2;2;0;7;0;90
67;3.6541213;8.8476069;483076.69;403897.12;1215.72;1286.45;0.095904;349.44064;216.00002;396;326.58244;245.82338;446.51249;358.3183;461.02495;1275;0.838116;0.016167651;143.47575;188.19264;1282;0.937086;0.003196412;63.794965;95.53535;70.7286;38.934;26.1852;33.7214;0.004401162;0.001239916;0.000833885;0.001083953;1.7406121;1.0619247;1.64864;1.116;0.11141795;0.07493456;0.096501184;0.1825631;1.40433;28.8168;13.8888;14.3975;6.4117;14.15;14.833;6.38163;14.5033;15.4097;6.44618;10.7054;14.0517;4.74177;8.27396;7.41782;4.66065;1281;0.922947;15.76;53.1301;51.3402;51.3402;48.0662;0;0;0;0;0;0;8;4;72
68;3.6557454;8.8242659;480484.69;404077.12;1296.72;1357.92;0.04212;231.57903;149.842;245.9143;204.14635;188.49844;273.79986;236.56383;290.24128;1354;0.935955;0.002283414;53.919686;77.562901;1357;0.984979;0.000113659;12.02974;26.759653;61.1947;26.4626;25.1486;27.6691;0.001956475;0.000422499;0.000363189;0.000415243;1.5707963;1.0453677;2.94386;1.0822;0.11427048;0.10859601;0.11948002;0.051946584;3.20211;22.2344;14.3072;14.4871;5.0747;14.5716;15.593;4.82714;14.8602;15.6052;4.76395;8.79907;9.16093;0.511755;3.20211;3.20211;0;1357;0.984979;8.79907;30.9638;56.3099;60.2551;48.8373;2;2;0;0;0;0;4;0;62
69;3.6550918;8.813244;479260.69;404005.12;1263.85;1366.81;0.10692;368.96445;252;413.52594;333.35187;296.73509;409.86595;367.8969;421.36918;1365;0.982457;0.000744411;30.786578;49.690081;1366;0.992169;0.000111372;11.90811;34.653093;102.96;24.2031;15.694;26.5288;0.007734217;0.000674127;0.000321568;0.000978937;1.3042369;1.0804045;5.5367;1.05357;0.065597444;0.042535181;0.071900716;0.032274409;1.60374;23.6875;13.7485;14.7161;5.07317;13.8249;14.7161;5.04256;13.8817;14.7927;5.03769;8.36792;8.36792;0;6.33929;6.33929;0;1366;0.992169;8.36792;161.565;158.199;160.017;90;0;0;0;0;0;0;2;0;104
70;3.6580202;8.8002763;477820.69;404329.12;1185.8;1284.96;0.111456;376.70968;281.82338;360;330.76967;324;425.9143;375.78461;434.98965;1281;0.960057;0.001776361;47.557676;63.671054;1284;0.99031;0.0000957;11.040479;15.036361;99.1648;40.9037;38.7948;49.0851;0.007074962;0.001509713;0.001335843;0.001886224;1.3333504;1.0482459;1.83925;1.0865;0.10858146;0.10298328;0.1302995;0.029307659;1.17494;25.3079;16.1279;16.8901;5.83182;16.2376;16.8901;5.7542;16.5602;16.9249;5.50642;11.1303;11.7447;7.67524;5.04951;5.04951;0;1282;0.970141;13.047;36.8699;30.9638;24.444;9.42448;3;3;0;0;0;0;4;0;100
71;3.6488995;8.7937949;477100.69;403321.12;1358.48;1471.71;0.094608;347.07153;185.842;403.90356;308.53928;268.9969;421.49532;353.81638;421.36918;1457;0.870068;0.013322409;130.24061;162.26515;1457;0.870068;0.013322409;130.24061;162.26515;113.227;32.8444;21.7537;40.3695;0.006574152;0.00081079;0.000532412;0.001187039;1.4739663;1.0716652;1.55224;1.03373;0.094632829;0.06267775;0.11631466;0.37525583;3.16081;29.7357;17.1165;16.7824;5.71545;17.8809;18.3885;5.4408;17.8809;18.3885;5.4408;-1;-1;-1;11.6964;13.3862;4.75949;1457;0.870068;7.40619;12.5288;26.5651;19.9831;48.2734;0;0;0;0;0;0;1;14;114
72;3.6368474;8.7866659;476308.69;401989.12;1686.83;1774.23;0.13284;411.26286;324;470.97946;387.97143;337.86595;504;403.00262;515.44157;1739;0.596952;0.036320271;215.04512;281.92463;1750;0.722814;0.017930908;151.09712;211.14253;87.3973;53.5099;45.2903;50.3424;0.006096399;0.001967696;0.001147699;0.001607583;1.5707965;1.0543323;1.85474;1.14925;0.13011116;0.11012491;0.12240932;0.36739793;1.15256;28.8836;14.7097;14.8415;6.89375;14.5731;14.7212;7.10078;14.0351;14.1668;7.2709;17.8365;17.4574;5.00138;15.7444;15.6907;5.14525;1750;0.722814;23.7722;80.5377;90;102.095;66.3625;2;2;0;2;2;0;12;24;89
